city,forecast_date,nasa_latest_used,run_timestamp,target,unit,actual,ensemble,MV_HLSTM_GRU,MV_GRU,UV_HLSTM_GRU,UV_GRU,adjustment_applied,err_ensemble,abs_err_ensemble,err_MV_HLSTM_GRU,abs_err_MV_HLSTM_GRU,err_MV_GRU,abs_err_MV_GRU,err_UV_HLSTM_GRU,abs_err_UV_HLSTM_GRU,err_UV_GRU,abs_err_UV_GRU,is_om_sourced
Chennai,2026-06-06,2026-06-05,2026-06-08T23:49:54.050066,RH2m,%,,63.9169,65.7185,60.2955,66.3007,63.3528,False,,,,,,,,,,,False
Chennai,2026-06-06,2026-06-05,2026-06-08T23:49:54.050066,TMP2m,C,,31.3669,31.4824,32.1608,31.1108,30.7135,False,,,,,,,,,,,False
Chennai,2026-06-07,2026-06-06,2026-06-09T04:35:15.076642,PRmsl,Pa,100570.0,100495.3167,100520.2843,100749.2175,100428.3978,100283.3672,False,-74.6833,74.6833,-49.7157,49.7157,179.2175,179.2175,-141.6022,141.6022,-286.6328,286.6328,False
Chennai,2026-06-07,2026-06-06,2026-06-09T04:35:15.076642,RH2m,%,67.2,63.9169,65.7185,60.2955,66.3007,63.3528,False,-3.2831,3.2831,-1.4815,1.4815,-6.9045,6.9045,-0.8993,0.8993,-3.8472,3.8472,False
Chennai,2026-06-07,2026-06-06,2026-06-09T04:35:15.076642,TMP2m,C,31.15,31.3669,31.4824,32.1608,31.1108,30.7135,False,0.2169,0.2169,0.3324,0.3324,1.0108,1.0108,-0.0392,0.0392,-0.4365,0.4365,False
Chennai,2026-06-07,2026-06-06,2026-06-09T06:40:53.664216,PRmsl,Pa,100570.0,100495.3167,,,,,False,-74.6833,74.6833,,,,,,,,,False
Chennai,2026-06-07,2026-06-06,2026-06-09T06:40:53.664216,RH2m,%,67.2,63.9169,,,,,False,-3.2831,3.2831,,,,,,,,,False
Chennai,2026-06-07,2026-06-06,2026-06-09T06:40:53.664216,TMP2m,C,31.15,31.3669,,,,,False,0.2169,0.2169,,,,,,,,,False
Chennai,2026-06-07,2026-06-06,2026-06-09T10:39:10.767068,PRmsl,Pa,100570.0,100495.3167,,,,,False,-74.6833,74.6833,,,,,,,,,False
Chennai,2026-06-07,2026-06-06,2026-06-09T10:39:10.767068,RH2m,%,67.2,63.9169,,,,,False,-3.2831,3.2831,,,,,,,,,False
Chennai,2026-06-07,2026-06-06,2026-06-09T10:39:10.767068,TMP2m,C,31.15,31.3669,,,,,False,0.2169,0.2169,,,,,,,,,False
Chennai,2026-06-07,2026-06-06,2026-06-09T23:46:40.350952,PRmsl,Pa,100570.0,100495.3167,100520.2843,100749.2175,100428.3978,100283.3672,False,-74.6833,74.6833,-49.7157,49.7157,179.2175,179.2175,-141.6022,141.6022,-286.6328,286.6328,False
Chennai,2026-06-07,2026-06-06,2026-06-09T23:46:40.350952,RH2m,%,67.2,63.9169,65.7185,60.2955,66.3007,63.3528,False,-3.2831,3.2831,-1.4815,1.4815,-6.9045,6.9045,-0.8993,0.8993,-3.8472,3.8472,False
Chennai,2026-06-07,2026-06-06,2026-06-09T23:46:40.350952,TMP2m,C,31.15,31.3669,31.4824,32.1608,31.1108,30.7135,False,0.2169,0.2169,0.3324,0.3324,1.0108,1.0108,-0.0392,0.0392,-0.4365,0.4365,False
Chennai,2026-06-08,2026-06-07,2026-06-10T23:45:23.204033,PRmsl,Pa,100600.0,100585.2673,,,,,False,-14.7327,14.7327,,,,,,,,,False
Chennai,2026-06-08,2026-06-07,2026-06-10T23:45:23.204033,RH2m,%,65.89,64.8948,,,,,False,-0.9952,0.9952,,,,,,,,,False
Chennai,2026-06-08,2026-06-07,2026-06-10T23:45:23.204033,TMP2m,C,30.99,31.0776,,,,,False,0.0876,0.0876,,,,,,,,,False
Chennai,2026-06-09,2026-06-08,2026-06-11T09:35:40.300148,PRmsl,Pa,100225.5686,100606.0731,100635.1856,100728.4115,100559.4909,100501.2043,False,380.5045,380.5045,409.617,409.617,502.8429,502.8429,333.9223,333.9223,275.6357,275.6357,False
Chennai,2026-06-09,2026-06-08,2026-06-11T09:35:40.300148,RH2m,%,62.3,65.0516,66.9949,61.1714,67.8572,64.183,False,2.7516,2.7516,4.6949,4.6949,-1.1286,1.1286,5.5572,5.5572,1.883,1.883,False
Chennai,2026-06-09,2026-06-08,2026-06-11T09:35:40.300148,TMP2m,C,33.3628,30.8969,30.6514,31.5857,30.8563,30.4942,False,-2.4659,2.4659,-2.7114,2.7114,-1.7771,1.7771,-2.5065,2.5065,-2.8686,2.8686,False
Chennai,2026-06-11,2026-06-08,2026-06-11T10:35:59.614318,PRmsl,Pa,100382.5082,100606.0731,100635.1856,100728.4115,100559.4909,100501.2043,False,223.5649,223.5649,252.6774,252.6774,345.9033,345.9033,176.9827,176.9827,118.6961,118.6961,True
Chennai,2026-06-11,2026-06-08,2026-06-11T10:35:59.614318,RH2m,%,78.4509,65.0516,66.9949,61.1714,67.8572,64.183,False,-13.3993,13.3993,-11.456,11.456,-17.2795,17.2795,-10.5937,10.5937,-14.2679,14.2679,True
Chennai,2026-06-11,2026-06-08,2026-06-11T10:35:59.614318,TMP2m,C,31.5095,30.8969,30.6514,31.5857,30.8563,30.4942,False,-0.6126,0.6126,-0.8581,0.8581,0.0762,0.0762,-0.6532,0.6532,-1.0153,1.0153,True
Chennai,2026-06-11,2026-06-08,2026-06-11T11:03:18.309923,PRmsl,Pa,100382.5082,100606.0731,100635.1856,100728.4115,100559.4909,100501.2043,False,223.5649,223.5649,252.6774,252.6774,345.9033,345.9033,176.9827,176.9827,118.6961,118.6961,True
Chennai,2026-06-11,2026-06-08,2026-06-11T11:03:18.309923,RH2m,%,78.4509,65.0516,66.9949,61.1714,67.8572,64.183,False,-13.3993,13.3993,-11.456,11.456,-17.2795,17.2795,-10.5937,10.5937,-14.2679,14.2679,True
Chennai,2026-06-11,2026-06-08,2026-06-11T11:03:18.309923,TMP2m,C,31.5095,30.8969,30.6514,31.5857,30.8563,30.4942,False,-0.6126,0.6126,-0.8581,0.8581,0.0762,0.0762,-0.6532,0.6532,-1.0153,1.0153,True
Chennai,2026-06-11,2026-06-08,2026-06-11T11:10:39.373327,PRmsl,Pa,100382.5082,100606.0731,100635.1856,100728.4115,100559.4909,100501.2043,False,223.5649,223.5649,252.6774,252.6774,345.9033,345.9033,176.9827,176.9827,118.6961,118.6961,True
Chennai,2026-06-11,2026-06-08,2026-06-11T11:10:39.373327,RH2m,%,78.4509,65.0516,66.9949,61.1714,67.8572,64.183,False,-13.3993,13.3993,-11.456,11.456,-17.2795,17.2795,-10.5937,10.5937,-14.2679,14.2679,True
Chennai,2026-06-11,2026-06-08,2026-06-11T11:10:39.373327,TMP2m,C,31.5095,30.8969,30.6514,31.5857,30.8563,30.4942,False,-0.6126,0.6126,-0.8581,0.8581,0.0762,0.0762,-0.6532,0.6532,-1.0153,1.0153,True
Chennai,2026-06-12,2026-06-09,2026-06-12T05:15:50.618512,PRmsl,Pa,100607.7597,100606.0731,100635.1856,100728.4115,100559.4909,100501.2043,False,-1.6866,1.6866,27.4259,27.4259,120.6518,120.6518,-48.2688,48.2688,-106.5554,106.5554,True
Chennai,2026-06-12,2026-06-09,2026-06-12T05:15:50.618512,RH2m,%,65.4012,65.0516,66.9949,61.1714,67.8572,64.183,False,-0.3496,0.3496,1.5937,1.5937,-4.2298,4.2298,2.456,2.456,-1.2182,1.2182,True
Chennai,2026-06-12,2026-06-09,2026-06-12T05:15:50.618512,TMP2m,C,31.1059,30.8969,30.6514,31.5857,30.8563,30.4942,False,-0.209,0.209,-0.4545,0.4545,0.4798,0.4798,-0.2496,0.2496,-0.6117,0.6117,True
Chennai,2026-06-12,2026-06-09,2026-06-12T23:55:22.625469,PRmsl,Pa,100607.7597,100606.0731,100635.1856,100728.4115,100559.4909,100501.2043,False,-1.6866,1.6866,27.4259,27.4259,120.6518,120.6518,-48.2688,48.2688,-106.5554,106.5554,True
Chennai,2026-06-12,2026-06-09,2026-06-12T23:55:22.625469,RH2m,%,65.4012,65.0516,66.9949,61.1714,67.8572,64.183,False,-0.3496,0.3496,1.5937,1.5937,-4.2298,4.2298,2.456,2.456,-1.2182,1.2182,True
Chennai,2026-06-12,2026-06-09,2026-06-12T23:55:22.625469,TMP2m,C,31.1059,30.8969,30.6514,31.5857,30.8563,30.4942,False,-0.209,0.209,-0.4545,0.4545,0.4798,0.4798,-0.2496,0.2496,-0.6117,0.6117,True
